Index	Label
1805	Shirt
1806	Shirt
1807	Ankle boot
1808	Sneaker
1809	Trouser
1810	T-shirt/top
1811	Coat
1812	Ankle boot
1813	Sandal
1814	Trouser
1815	T-shirt/top
1816	Sandal
1817	Pullover
1818	Trouser
1819	Dress
1820	Sandal
1821	Dress
1822	Ankle boot
1823	Pullover
1824	Bag
1825	Sneaker
1826	Coat
1827	Pullover
1828	Ankle boot
1829	Coat
1830	Ankle boot
1831	T-shirt/top
1832	Coat
1833	T-shirt/top
1834	Trouser
1835	Pullover
1836	Dress
1837	Sneaker
1838	Shirt
1839	Ankle boot
1840	Dress
1841	Dress
1842	T-shirt/top
1843	Sandal
1844	Trouser
1845	Trouser
1846	T-shirt/top
1847	Dress
1848	Bag
1849	Dress
1850	Shirt
1851	Sandal
1852	Ankle boot
1853	Trouser
1854	T-shirt/top
1855	T-shirt/top
1856	Dress
1857	Shirt
1858	Sneaker
1859	T-shirt/top
1860	Ankle boot
1861	Sneaker
1862	Pullover
1863	Sneaker
1864	Coat
1865	Pullover
1866	Trouser
1867	Ankle boot
1868	Sneaker
1869	Pullover
1870	Bag
1871	Dress
1872	Trouser
1873	T-shirt/top
1874	Pullover
1875	Sneaker
1876	Dress
1877	T-shirt/top
1878	Dress
1879	T-shirt/top
1880	Sandal
1881	Bag
1882	Shirt
1883	Ankle boot
1884	Ankle boot
1885	Sandal
1886	Shirt
1887	Pullover
1888	T-shirt/top
1889	Trouser
1890	Dress
1891	T-shirt/top
1892	Coat
1893	Ankle boot
1894	Pullover
1895	Coat
1896	Bag
1897	Shirt
1898	Coat
1899	Ankle boot
1900	Ankle boot
1901	T-shirt/top
1902	Sandal
1903	Sandal
1904	Pullover
1905	Sandal
1906	Dress
1907	Dress
1908	Ankle boot
1909	Coat
1910	T-shirt/top
1911	Coat
1912	Dress
1913	Ankle boot
1914	Shirt
1915	Sneaker
1916	Dress
1917	Sneaker
1918	Bag
1919	Coat
1920	Dress
1921	Sandal
1922	Trouser
1923	Pullover
1924	Sneaker
1925	Shirt
1926	Ankle boot
1927	Shirt
1928	Sneaker
1929	Dress
1930	Sandal
1931	Ankle boot
1932	Shirt
1933	Bag
1934	Sneaker
1935	Ankle boot
1936	Dress
1937	Coat
1938	Shirt
1939	Pullover
1940	Coat
1941	Sneaker
1942	Ankle boot
1943	Sandal
1944	Bag
1945	T-shirt/top
1946	Dress
1947	Sandal
1948	Dress
1949	Trouser
1950	Bag
1951	Bag
1952	Pullover
1953	Sneaker
1954	Sandal
1955	Pullover
1956	Sneaker
1957	Dress
1958	Dress
1959	Sandal
1960	Ankle boot
1961	Shirt
1962	Sandal
1963	Pullover
1964	Shirt
1965	Dress
1966	Coat
1967	Coat
1968	Pullover
1969	Ankle boot
1970	Bag
1971	T-shirt/top
1972	Trouser
1973	Shirt
1974	Coat
1975	Trouser
1976	Ankle boot
1977	Bag
1978	Bag
1979	T-shirt/top
1980	Dress
1981	Bag
1982	Shirt
1983	Sneaker
1984	Sandal
1985	Ankle boot
1986	Sandal
1987	Trouser
1988	Dress
1989	Dress
1990	Coat
1991	Coat
1992	Trouser
1993	T-shirt/top
1994	Sneaker
1995	Pullover
1996	Sandal
1997	Pullover
1998	Sandal
1999	Bag
2000	Bag
2001	Sandal
2002	Dress
2003	Coat
2004	Ankle boot
2005	Sandal
2006	Bag
2007	Sneaker
2008	Shirt
2009	Coat
2010	Pullover
2011	Bag
2012	Ankle boot
2013	T-shirt/top
2014	Dress
2015	T-shirt/top
2016	Shirt
2017	Sandal
2018	T-shirt/top
2019	Sandal
2020	Shirt
2021	Dress
2022	Trouser
2023	Sandal
2024	Sandal
2025	Dress
2026	Coat
2027	T-shirt/top
2028	Ankle boot
2029	Pullover
2030	Coat
2031	Ankle boot
2032	T-shirt/top
2033	T-shirt/top
2034	Dress
2035	Sandal
2036	Shirt
2037	T-shirt/top
2038	Bag
2039	T-shirt/top
2040	Sandal
2041	Shirt
2042	Trouser
2043	Dress
2044	Shirt
2045	Pullover
2046	Bag
2047	Dress
2048	Bag
2049	Pullover
2050	Ankle boot
2051	Pullover
2052	Bag
2053	Sneaker
2054	Trouser
2055	Ankle boot
2056	Sneaker
2057	Shirt
2058	Sandal
2059	Bag
2060	Sneaker
2061	Coat
2062	Coat
2063	Dress
2064	Bag
2065	Ankle boot
2066	T-shirt/top
2067	Dress
2068	Bag
2069	Dress
2070	Trouser
2071	T-shirt/top
2072	Dress
2073	Pullover
2074	Sneaker
2075	Dress
2076	Pullover
2077	Pullover
2078	Pullover
2079	Sneaker
2080	Dress
2081	Trouser
2082	Dress
2083	Coat
2084	Ankle boot
2085	T-shirt/top
2086	Pullover
2087	Coat
2088	T-shirt/top
2089	Trouser
2090	T-shirt/top
2091	Sandal
2092	Trouser
2093	Pullover
2094	Coat
2095	T-shirt/top
2096	Ankle boot
2097	Sneaker
2098	Dress
2099	Ankle boot
2100	Dress
2101	Bag
2102	Trouser
2103	Dress
2104	Coat
2105	Ankle boot
2106	Dress
2107	Dress
2108	Pullover
2109	Sandal
2110	Trouser
2111	Trouser
2112	Sneaker
2113	Bag
2114	T-shirt/top
2115	Shirt
2116	Pullover
2117	Ankle boot
2118	Dress
2119	Pullover
2120	Sandal
2121	T-shirt/top
2122	Trouser
2123	Bag
2124	Coat
2125	T-shirt/top
2126	Coat
2127	Trouser
2128	T-shirt/top
2129	Sneaker
2130	T-shirt/top
2131	Bag
2132	Sandal
2133	Shirt
2134	T-shirt/top
2135	Shirt
2136	Bag
2137	T-shirt/top
2138	T-shirt/top
2139	Shirt
2140	Sneaker
2141	Ankle boot
2142	Shirt
2143	Shirt
2144	T-shirt/top
2145	Shirt
2146	Dress
2147	Dress
2148	Coat
2149	Dress
2150	Dress
2151	Ankle boot
2152	Sneaker
2153	Trouser
2154	Ankle boot
2155	Sneaker
2156	Coat
2157	Pullover
2158	Bag
2159	Sneaker
2160	Sandal
2161	Sandal
2162	Sandal
2163	Bag
2164	Bag
2165	Ankle boot
2166	Bag
2167	Dress
2168	Pullover
2169	Shirt
2170	Pullover
2171	T-shirt/top
2172	Shirt
2173	Shirt
2174	Pullover
2175	Sandal
2176	Bag
2177	Dress
2178	Sandal
2179	Shirt
2180	Sneaker
2181	Pullover
2182	Ankle boot
2183	Dress
2184	T-shirt/top
2185	Bag
2186	Pullover
2187	Sneaker
2188	Bag
2189	T-shirt/top
2190	Ankle boot
2191	Shirt
2192	Trouser
2193	Sneaker
2194	Shirt
2195	Dress
2196	Sandal
2197	Trouser
2198	T-shirt/top
2199	Dress
2200	Shirt
2201	Sneaker
2202	Ankle boot
2203	Ankle boot
2204	Ankle boot
2205	T-shirt/top
2206	Dress
2207	Shirt
2208	Dress
2209	Coat
2210	Ankle boot
2211	T-shirt/top
2212	Trouser
2213	T-shirt/top
2214	Shirt
2215	T-shirt/top
2216	Trouser
2217	Pullover
2218	Bag
2219	Trouser
2220	Pullover
2221	T-shirt/top
2222	T-shirt/top
2223	Bag
2224	Coat
2225	T-shirt/top
2226	Coat
2227	Pullover
2228	Ankle boot
2229	Ankle boot
2230	Sandal
2231	Pullover
2232	Trouser
2233	Coat
2234	Sneaker
2235	Dress
2236	Sandal
2237	Dress
2238	Sandal
2239	Shirt
2240	Ankle boot
2241	T-shirt/top
2242	Sneaker
2243	Coat
2244	Sandal
2245	Dress
2246	Pullover
2247	Ankle boot
2248	Coat
2249	Pullover
2250	Bag
2251	T-shirt/top
2252	Dress
2253	Trouser
2254	Bag
2255	Trouser
2256	Shirt
2257	Coat
2258	Bag
2259	T-shirt/top
2260	Trouser
2261	Dress
2262	Coat
2263	Sandal
2264	Ankle boot
2265	Ankle boot
2266	Bag
2267	Shirt
2268	Dress
2269	Dress
2270	Pullover
2271	Trouser
2272	Coat
2273	Shirt
2274	Ankle boot
2275	Sandal
2276	Shirt
2277	Sandal
2278	Sneaker
2279	Pullover
2280	Coat
2281	Bag
2282	T-shirt/top
2283	T-shirt/top
2284	Sneaker
2285	Sneaker
2286	Bag
2287	Dress
2288	Coat
2289	Trouser
2290	Coat
2291	Shirt
2292	Coat
2293	Bag
2294	Coat
2295	Dress
2296	T-shirt/top
2297	Bag
2298	Pullover
2299	Sandal
2300	Sandal
2301	Pullover
2302	Bag
2303	Sandal
2304	Sneaker
2305	Ankle boot
2306	Bag
2307	Trouser
2308	Dress
2309	Shirt
2310	Coat
2311	Sneaker
2312	Trouser
2313	Shirt
2314	Ankle boot
2315	Coat
2316	Ankle boot
2317	Dress
2318	Bag
2319	Trouser
2320	Ankle boot
2321	Sandal
2322	Sneaker
2323	Bag
2324	Shirt
2325	Coat
2326	Sandal
2327	Pullover
2328	Coat
2329	Dress
2330	Dress
2331	Dress
2332	Ankle boot
2333	Sneaker
2334	Shirt
2335	Shirt
2336	Shirt
2337	Sandal
2338	Dress
2339	Bag
2340	Dress
2341	Dress
2342	Pullover
2343	Bag
2344	Bag
2345	Coat
2346	Bag
2347	Bag
2348	Shirt
2349	Sneaker
2350	Shirt
2351	Pullover
2352	Sneaker
2353	Sandal
2354	Dress
2355	Coat
2356	Sandal
2357	Trouser
2358	Sandal
2359	Coat
2360	Sneaker
2361	Dress
2362	Dress
2363	Shirt
2364	Coat
2365	T-shirt/top
2366	Dress
2367	Coat
2368	Sandal
2369	Trouser
2370	Trouser
2371	Ankle boot
2372	T-shirt/top
2373	Coat
2374	Ankle boot
2375	Shirt
2376	Dress
2377	Bag
2378	Sandal
2379	Bag
2380	Dress
2381	T-shirt/top
2382	Dress
2383	Coat
2384	Pullover
2385	Coat
2386	Pullover
2387	Coat
2388	Trouser
2389	Sneaker
2390	Sandal
2391	Dress
2392	Ankle boot
2393	Shirt
2394	T-shirt/top
2395	T-shirt/top
2396	Dress
2397	Coat
2398	T-shirt/top
2399	Bag
2400	Pullover
2401	Dress
2402	Ankle boot
2403	Shirt
2404	Ankle boot
2405	Sneaker
2406	Trouser
2407	Ankle boot
2408	Ankle boot
2409	Bag
2410	Bag
2411	Ankle boot
2412	Sandal
2413	Pullover
2414	Trouser
2415	T-shirt/top
2416	Trouser
2417	Shirt
2418	Ankle boot
2419	Coat
2420	T-shirt/top
2421	Pullover
2422	Trouser
2423	Sandal
2424	T-shirt/top
2425	T-shirt/top
2426	Bag
2427	Sneaker
2428	Bag
2429	Shirt
2430	Ankle boot
2431	Sandal
2432	Pullover
2433	Trouser
2434	Coat
2435	Trouser
2436	Trouser
2437	Shirt
2438	Pullover
2439	T-shirt/top
2440	Trouser
2441	Trouser
2442	Shirt
2443	Sneaker
2444	T-shirt/top
2445	Dress
2446	Ankle boot
2447	Ankle boot
2448	Dress
2449	Bag
2450	Trouser
2451	Pullover
2452	Bag
2453	Trouser
2454	Bag
2455	Sandal
2456	Ankle boot
2457	Bag
2458	Coat
2459	Trouser
2460	Dress
2461	Coat
2462	Sandal
2463	Bag
2464	Bag
2465	Shirt
2466	Sandal
2467	T-shirt/top
2468	Ankle boot
2469	Trouser
2470	Sneaker
2471	Trouser
2472	Pullover
2473	Pullover
2474	T-shirt/top
2475	Ankle boot
2476	Dress
2477	Trouser
2478	Bag
2479	Dress
2480	Trouser
2481	Shirt
2482	Sneaker
2483	Trouser
2484	Trouser
2485	Sandal
2486	Sandal
2487	Shirt
2488	Shirt
2489	Coat
2490	Shirt
2491	Ankle boot
2492	T-shirt/top
2493	Bag
2494	Shirt
2495	Sandal
2496	Pullover
2497	Ankle boot
2498	Trouser
2499	Bag
